keyword;sw
and dump;-0.803558718861
be good;0.353276353276
holders;-0.458571428571
hands;0.384395132427
shorts are;0.49062049062
short squeeze;0.534008683068
numbertag ma;-0.338674435543
gap up;0.409788166545
i sold;-0.227505486467
negtag_hold;-0.609684519442
wedge;-0.323008849558
pumping;-0.664449371766
worst;-0.486686390533
fly;0.689119170984
penny;-0.29037037037
info;0.297983569828
joke;-0.454001495886
negtag_sell;0.392937640872
dropping;-0.531179564237
do negtag_be;-0.216012084592
failed;-0.669947009841
we get;0.280728376328
bought numbertag;0.426615969582
overnight;-0.257055682685
base;0.440430438125
hype;-0.62951575711
uptrend;0.366153846154
pig;-0.838461538462
looking good;0.68129330254
cashtag lets;0.358519660756
negtag_good;-0.654320987654
go !;0.565687789799
overvalued;-0.869969040248
flush;-0.753679318358
research;0.254474708171
cat;-0.58125
thru;0.262578616352
have numbertag;0.259259259259
float;0.410094637224
up in;0.30228887135
short numbertag;-0.861904761905
pumpers;-0.882446386021
numbertag area;-0.324324324324
monthly;-0.284009546539
s p;-0.326433121019
offering;-0.333333333333
we need;0.415532425941
handle;0.287319422151
overbought;-0.722804190169
anymore;-0.350523771152
support at;-0.223567393059
run up;0.263327948304
lt;0.455882352941
portfolio;0.285245901639
mobile;0.526705012325
exit;-0.365289256198
thing is;-0.257663628832
dilution;-0.668325041459
am long;0.667221297837
usd;-0.341687552214
long cashtag;0.439799331104
buyer;-0.214046822742
patient;0.3826745164
cashtag buying;0.412563667233
worse;-0.552340425532
upgrades;0.538330494037
dividend;0.290598290598
then numbertag;-0.211340206186
lod;-0.617316017316
solar;0.360485268631
ema;-0.208695652174
rates;-0.221932114883
numbertag ish;-0.20662598082
here !;0.350218340611
she is;0.233187772926
pressure;-0.243006993007
short it;-0.602451838879
am out;-0.526824978012
weakness;-0.390308370044
purchase;0.609885260371
institutional;0.505300353357
numbertag level;-0.295053003534
dd;0.407079646018
cashtag bearish;-0.927240461402
single;-0.263157894737
day !;0.396428571429
cashtag volume;0.32618409294
usertag nice;0.404484304933
crude;-0.391928251121
dow;-0.276978417266
flat;-0.247524752475
shareholders;-0.236462093863
dumping;-0.763110307414
of all;0.337568058076
consolidation;0.462306993642
this pos;-0.898274296094
priced;-0.28
in for;0.335154826958
death;-0.652650822669
fuel;0.496797804209
your money;-0.51692589204
announcement;0.367741935484
retest;-0.407749077491
fine;0.331486611265
to move;0.32594644506
do it;0.290858725762
cashtag bulls;-0.561517113784
to run;0.466915191053
price of;0.226467847158
save;-0.370786516854
undervalued;0.840375586854
bad news;-0.42641509434
telling;-0.26963103122
before it;-0.260456273764
all in;0.292102759277
approval;0.558317399618
thoughts;0.288718929254
train;0.399043062201
picked;0.471153846154
going back;-0.323017408124
long and;0.585271317829
to drop;-0.610465116279
burn;-0.331395348837
decline;-0.613967022308
cashtag out;-0.308737864078
twtr;-0.225242718447
rip;0.256585365854
too many;-0.278048780488
date;0.27397260274
reality;-0.541176470588
sad;-0.411764705882
negtag_make;-0.213725490196
t numbertag;0.232283464567
be careful;-0.588932806324
fib;-0.280632411067
nicely;0.5
gap down;-0.772908366534
i told;-0.390609390609
this market;-0.437751004016
loaded;0.482897384306
zone;-0.269617706237
if numbertag;-0.387713997986
break out;0.62663975782
downward;-0.687626774848
move up;0.453618756371
catalyst;0.253822629969
max;-0.238775510204
who is;-0.208163265306
load up;0.466257668712
buy this;-0.303991811668
glta;0.247179487179
steady;0.672502574665
got in;0.540206185567
breakdown;-0.826804123711
next stop;-0.280412371134
good to;0.325077399381
ouch;-0.6525336091
for short;-0.600827300931
movement;0.285714285714
yahoo;0.295833333333
is great;0.395203336809
more at;0.475444096134
numbertag short;-0.635983263598
bullish on;0.313089005236
short interest;0.366876310273
short here;-0.851153039832
dog;-0.425576519916
banks;-0.297581493165
sells;-0.263932702419
ud;0.229473684211
watch out;-0.40232312566
better than;0.285412262156
more shares;0.379894179894
ud numbertag;0.231746031746
dead cat;-0.736170212766
fail;-0.53829787234
cashtag too;-0.250800426894
bought at;0.242780748663
cashtag strong;0.504823151125
new highs;0.497844827586
here comes;-0.268608414239
index;-0.276457883369
linktag via;-0.218614718615
cup;0.553629469122
announced;0.366594360087
economy;-0.318132464712
beautiful;0.29347826087
check out;0.318824809576
down on;-0.312295973885
games;0.235294117647
h s;-0.581699346405
its going;-0.23311546841
moon;0.382932166302
wow !;0.266155531216
puts at;-0.899233296824
negtag_way;-0.250821467689
what happened;-0.210526315789
usertag agreed;0.238199780461
technology;0.435164835165
love it;0.249724972497
to fall;-0.757709251101
am holding;0.572216097023
overpriced;-0.911797133407
puts for;-0.874310915105
collapse;-0.821389195149
forex;-0.61190738699
stuck;-0.253863134658
_;-0.637168141593
growing;0.464008859358
numbertag support;-0.459579180509
selloff;-0.430786267996
my position;0.363636363636
forecast;-0.359201773836
close above;0.622222222222
shorting this;-0.644444444444
russia;-0.428888888889
looks good;0.657397107898
cashtag puts;-0.884187082405
v;0.308807134894
nq;0.322869955157
ship;-0.356502242152
stopped;-0.217488789238
upward;0.501683501684
hope it;0.286195286195
numbertag p;-0.416386083053
fraud;-0.663276836158
industry;0.293984108967
cashtag bullish;0.749715585893
stop numbertag;-0.249146757679
rebound;0.346241457859
building;0.315849486887
numbertag sma;-0.243428571429
contract;0.237986270023
hit $;0.238532110092
will drop;-0.731343283582
knife;-0.793103448276
sweet;0.433831990794
eye;0.309551208285
tomorrow !;0.310265282584
pops;-0.231833910035
hoping for;0.230590961761
blood;-0.341830822711
soon !;0.266821345708
euro;-0.39211136891
gift;0.306169965076
secondary;-0.57625145518
negtag_look;-0.342657342657
obvious;-0.226635514019
gap fill;-0.26081871345
loading;0.43793911007
we should;0.409836065574
coming in;0.320046893318
negtag_position;-0.48182883939
is buy;0.658823529412
down !;-0.557647058824
goes down;-0.265882352941
in on;0.252358490566
falls;-0.599056603774
% to;-0.31759149941
kndi;0.463356973995
away from;-0.356213017751
that would;0.297746144721
as long;0.247924080664
you all;-0.21046373365
be nice;0.445238095238
love to;0.230952380952
trash;-0.718712753278
am short;-0.937947494033
bankruptcy;-0.773269689737
cashtag see;-0.300715990453
pe;-0.234449760766
cashtag !;0.306954436451
down and;-0.308523409364
shit;-0.350961538462
scared;0.298795180723
and hold;0.535671100363
launch;0.438256658596
short on;-0.71186440678
picked up;0.521263669502
long as;0.268529769137
cashtag oil;-0.331713244228
cool;0.248175182482
qe;-0.523114355231
dumped;-0.717073170732
cashtag daily;-0.235653235653
shares to;-0.268948655257
negtag_looking;-0.649079754601
trouble;-0.528834355828
up from;0.542435424354
terrible;-0.652281134402
got out;-0.484586929716
increased;0.333333333333
numbertag coming;-0.21975308642
excellent;0.532756489493
released;0.325092707046
numbertag put;-0.7478368356
add more;0.485148514851
warning;-0.628712871287
very bullish;0.823602484472
expensive;-0.468322981366
lock;-0.307596513076
partnership;0.69211514393
sucks;-0.39774153074
climb;0.668341708543
week !;0.321608040201
cashtag shorting;-0.866330390921
bearish on;-0.747155499368
up up;0.832061068702
trial;0.323979591837
die;-0.561224489796
cashtag shorted;-0.966709346991
divergence;-0.516005121639
negtag_short;-0.257362355954
my puts;-0.935815147625
to test;-0.319640564827
jobs;-0.268292682927
nflx;-0.408740359897
where it;-0.25706940874
numbertag call;0.410852713178
yellen;-0.343669250646
bio;0.293661060802
grow;0.430051813472
ownership;0.647211413748
rocket;0.616083009079
cat bounce;-0.748378728923
is done;-0.41038961039
in and;0.260416666667
while you;-0.415906127771
sa;0.516971279373
buy !;0.60522875817
group;0.228758169935
test numbertag;-0.369934640523
where are;-0.253926701571
you at;-0.250985545335
pipeline;0.628458498024
cashtag weekly;-0.241106719368
maintain;-0.394980184941
money on;-0.227513227513
thx;0.414569536424
attention;0.245033112583
double top;-0.819628647215
? this;-0.227091633466
shake;0.478723404255
bull trap;-0.922872340426
blocked;0.33155792277
star;-0.275632490013
cashtag broke;-0.312
be great;0.486631016043
healthy;0.277108433735
worthless;-0.619812583668
shoulders;-0.547523427041
hammer;0.233243967828
sub numbertag;-0.675603217158
good day;0.457718120805
truth;-0.263440860215
long position;0.382949932341
bear flag;-0.926928281461
to fill;-0.227642276423
mine;0.263586956522
shorts will;0.446866485014
boat;0.342428376535
buyback;0.265027322404
entry point;0.272229822161
warned;-0.778385772914
cashtag longs;-0.526675786594
buy and;0.509589041096
eoy;0.385459533608
in it;0.240054869684
z;0.32967032967
in short;-0.32967032967
trend line;-0.291208791209
nice !;0.669421487603
winner;0.386740331492
new lows;-0.89226519337
chart is;-0.207182320442
go higher;0.491009681881
short !;-0.704011065007
tanking;-0.629322268326
usertag agree;0.290858725762
will add;0.288888888889
negtag_forget;0.230555555556
way down;-0.665271966527
expiration;-0.347280334728
stock market;-0.444134078212
black;-0.21568627451
samsung;0.337078651685
bought some;0.283707865169
team;0.255617977528
mnkd;0.552742616034
cancer;0.423347398031
time !;0.29014084507
finish;0.264788732394
bk;-0.557746478873
increasing;0.228813559322
just bought;0.492917847025
king;-0.229461756374
new low;-0.855113636364
cashtag bear;-0.53627311522
numbertag points;-0.402560455192
trend is;-0.363766048502
going higher;0.651428571429
do negtag_like;-0.277142857143
this pig;-0.922746781116
cashtag even;-0.250357653791
my shares;0.246418338109
track;0.360114777618
very good;0.568965517241
head and;-0.528735632184
cashtag +;0.484892086331
going lower;-0.887769784173
bo;0.564841498559
should see;0.301587301587
lets go;0.577424023155
numbertag ema;-0.266666666667
get some;0.378809869376
to lose;-0.364296081277
more like;-0.216255442671
s go;0.622093023256
more downside;-0.921511627907
much higher;0.653566229985
security;0.391557496361
cashtag adding;0.36826783115
hurt;-0.359534206696
sky;0.396501457726
long at;0.521167883212
bankrupt;-0.684671532847
she goes;-0.351824817518
bought more;0.716374269006
app;0.291361639824
do negtag_buy;-0.590043923865
beast;0.689149560117
crack;-0.43906020558
short from;-0.932352941176
dr;0.502209131075
oil is;-0.278350515464
baby !;0.452662721893
equity;-0.248520710059
much lower;-0.705794947994
buy on;0.556547619048
usertag great;0.434523809524
beats;0.358208955224
hold on;0.280597014925
drop to;-0.528358208955
trendline;-0.372197309417
of us;0.362275449102
cashtag over;0.290419161677
added more;0.502248875562
announce;0.352323838081
greek;-0.208395802099
recovery;0.236090225564
downgrades;-0.633082706767
-day;-0.263157894737
numbertag -day;-0.263157894737
sit;0.277108433735
would like;0.271084337349
short setup;-0.978915662651
holding numbertag;0.393665158371
would love;0.330316742081
bag holders;-0.849170437406
negtag_selling;0.616314199396
cheers;0.430303030303
picking;0.354545454545
nice to;0.578148710167
rolling;-0.250379362671
discount;0.352583586626
south;-0.607305936073
% upside;0.886850152905
long numbertag;0.538226299694
afrezza;0.595712098009
fell;-0.436447166922
up today;0.260736196319
retrace;-0.312883435583
your shares;0.47158218126
nope;-0.236923076923
false;-0.460708782743
is negtag_going;-0.232665639445
buy numbertag;0.259259259259
down down;-0.941267387944
risky;-0.245749613601
raised;0.523219814241
numbertag emojipos;0.238390092879
accumulation;0.733333333333
together;0.305426356589
downgraded;-0.724031007752
competition;-0.35503875969
heading to;-0.354037267081
look out;-0.688958009331
usertag thank;0.448598130841
build;0.255451713396
bulls are;-0.5125
take profits;-0.48125
horrible;-0.631496062992
signals;-0.309148264984
jcp;-0.227129337539
confident;0.392405063291
stay away;-0.778481012658
cashtag china;-0.212025316456
cashtag gold;-0.278219395866
this at;-0.235668789809
hang;0.455128205128
up again;0.355769230769
back on;0.269230769231
go lower;-0.660256410256
via linktag;-0.351524879615
buying more;0.607085346216
buying this;-0.436392914654
way too;-0.389337641357
issues;-0.211631663974
take your;-0.449838187702
alibaba;0.251215559157
this baby;0.317073170732
weak hands;0.71986970684
double bottom;0.355048859935
vix;-0.488599348534
near numbertag;-0.241042345277
be interesting;0.321370309951
down in;-0.491027732463
out below;-0.934640522876
current price;0.567921440262
good !;0.550819672131
explode;0.772277227723
breaking out;0.801652892562
buy now;0.55041322314
balance;-0.206611570248
stake;0.380794701987
still short;-0.834437086093
north;0.607321131448
core;0.36772046589
calls for;0.486666666667
pick up;0.346666666667
pass;0.26
cell;0.565943238731
christmas;0.348914858097
been in;0.34223706177
reverse split;-0.74958263773
avoid;-0.479131886477
pumped;-0.652173913043
cashtag take;-0.267558528428
tell you;-0.23745819398
loving;0.29648241206
falling knife;-0.842546063652
is short;-0.306532663317
sold my;-0.256281407035
in red;-0.38255033557
blue;0.297478991597
message;0.23025210084
will fall;-0.79797979798
love this;0.362563237774
bounces;-0.477234401349
breaks numbertag;-0.278246205734
added numbertag;0.635135135135
negtag_a good;-0.742808798646
from yesterday;-0.208121827411
calls at;0.572156196944
is dead;-0.718166383701
on short;-0.616298811545
short and;-0.358234295416
cashtag wait;-0.23259762309
me too;0.431972789116
hr;-0.30612244898
holdings;0.335604770017
sell now;-0.557069846678
cashtag told;-0.499148211244
ukraine;-0.427597955707
do negtag_forget;0.252559726962
gaps;-0.389078498294
usertag exactly;0.25811965812
down from;-0.552136752137
scary;-0.391452991453
retracement;-0.335616438356
etf;-0.236301369863
on !;0.350515463918
crushed;-0.378006872852
ll take;0.452667814114
forward to;0.544827586207
worry;0.274611398964
to downside;-0.844559585492
cashtag red;-0.545927209705
monster;0.506944444444
miners;-0.28
attractive;0.627177700348
be up;0.376306620209
today at;0.264808362369
numbertag trades;-0.418118466899
very nice;0.65445026178
to moon;0.458041958042
cashtag covered;-0.846153846154
boom !;0.649737302977
bonds;-0.425569176883
cashtag ready;0.245614035088
break of;-0.40701754386
doubled;0.346221441125
until it;-0.393298059965
be down;-0.593639575972
cashtag boom;0.504424778761
acquisition;0.482269503546
usertag same;0.304964539007
and have;0.236234458259
bleeding;-0.477797513321
sell it;-0.420959147425
into this;-0.232682060391
buying opportunity;0.732620320856
fools;-0.311942959002
cashtag heading;-0.382142857143
too !;0.459749552773
amzn;-0.495527728086
more !;0.390681003584
phones;0.250896057348
breaking down;-0.899641577061
cashtag target;-0.232974910394
strong buy;0.820466786355
chen;0.464991023339
cashtag sorry;-0.292639138241
cook;-0.213644524237
be patient;0.44964028777
long here;0.410071942446
top numbertag;0.294964028777
averages;0.63963963964
long on;0.282882882883
cashtag be;-0.232432432432
and short;-0.285198555957
failure;-0.537070524412
beware;-0.56884057971
cashtag nothing;-0.25
quiet;0.357531760436
articles;0.339382940109
cashtag green;0.570909090909
see some;0.338181818182
mm s;0.24
emojineg emojineg;-0.992727272727
this !;0.260473588342
down -;-0.828779599271
still long;0.521897810219
pt $;0.310218978102
and down;-0.302919708029
cashtag selling;-0.506398537477
analyst ratings;0.868131868132
success;0.304029304029
is bad;-0.472527472527
hourly;-0.236697247706
cashtag best;0.301470588235
dive;-0.731617647059
be huge;0.620626151013
lack;-0.230202578269
is huge;0.409594095941
sent;-0.269372693727
$ cashtag;-0.504621072089
run to;0.540740740741
piece of;-0.413729128015
usertag hey;0.368029739777
followers;0.297397769517
is been;0.24907063197
turd;-0.89219330855
sell !;-0.736059479554
position from;-0.416356877323
for us;0.396648044693
cashtag she;0.299813780261
when we;0.287313432836
usertag let;0.242537313433
great day;0.573831775701
lesson;-0.357009345794
news !;0.534709193246
holding up;0.425891181989
bouncing;0.264540337711
only thing;-0.272045028143
down for;-0.219512195122
buy with;0.842105263158
upgraded;0.624060150376
up some;0.443609022556
and strong;0.743879472693
focus;0.269303201507
holiday;0.242937853107
bagholders;-0.898305084746
netflix;-0.333333333333
suck;-0.31450094162
usertag wow;0.22641509434
pumper;-0.71320754717
loser;-0.467924528302
cashtag --;-0.230188679245
golden;0.413988657845
bye bye;-0.58034026465
have some;0.242424242424
cashtag under;-0.624288425047
likely to;-0.282732447818
be long;-0.228136882129
months ago;-0.205323193916
seeking;0.226666666667
money and;-0.299047619048
bounce back;0.465648854962
! we;0.389312977099
you for;0.251908396947
and shoulders;-0.526717557252
you still;-0.259541984733
congrats to;0.326959847036
cashtag news;0.379310344828
patent;0.371647509579
partner;0.581573896353
believe in;0.312859884837
close below;-0.846449136276
eurusd;-0.646833013436
relax;0.638461538462
approved;0.356454720617
sell and;-0.40655105973
predicted;-0.210019267823
hope so;0.467181467181
noise;0.447876447876
patients;0.447876447876
penny stock;-0.65250965251
b o;0.671179883946
to load;0.500967117988
news ?;0.237911025145
page;0.237911025145
too high;-0.644100580271
engulfing;-0.404255319149
usertag me;0.410852713178
parabolic;-0.240310077519
take off;0.801941747573
bargain;0.479611650485
numbertag new;0.417475728155
slide;-0.53786407767
bad for;-0.44854368932
usertag very;0.287937743191
lockup;-0.52140077821
holder;-0.303501945525
unfortunately;-0.24513618677
up tomorrow;0.586744639376
pathetic;-0.52734375
financials;-0.25390625
is doing;0.244618395303
we know;0.232876712329
numbertag reverse;-0.510763209393
candles;-0.287671232877
institutional ownership;0.788235294118
have good;0.426326129666
neutral;-0.257367387033
good short;-0.850393700787
up over;0.325443786982
numbertag t;0.278106508876
scalp;-0.372781065089
? emojipos;0.375494071146
am buying;0.445544554455
k at;0.421782178218
shares in;0.227722772277
short-term;-0.382178217822
really ?;-0.239603960396
in !;0.456349206349
cashtag moving;0.424603174603
nervous;0.27380952381
cashtag below;-0.801587301587
sub $;-0.694444444444
tgt;-0.269841269841
outperform;0.65407554672
does negtag_look;-0.570576540755
negtag_volume;-0.395626242545
to low;-0.557768924303
presentation;0.588822355289
conference call;0.317365269461
blocks;0.288
peak;-0.276
crush;-0.268
shorted at;-0.807615230461
how can;-0.2625250501
to hear;0.369477911647
distribution;-0.329317269076
bought in;0.404426559356
doji;-0.29435483871
to upside;0.523232323232
is holding;0.337373737374
killed;-0.321212121212
greed;-0.244444444444
do negtag_sell;0.672064777328
zacks;0.279352226721
software;0.234817813765
position if;-0.396761133603
get this;0.310344827586
is long;0.277890466531
all !;0.258655804481
andy;0.250509164969
toast;-0.641547861507
% down;-0.572301425662
so we;0.277551020408
gild;0.562372188139
picking up;0.464212678937
numbertag buy;0.390593047035
shoulder;-0.558282208589
in green;0.459016393443
and lower;-0.77868852459
very well;0.396303901437
uh;-0.519507186858
moving average;-0.211498973306
hold for;0.530864197531
numbertag long;0.473251028807
good entry;0.353909465021
got numbertag;0.267489711934
cashtag dead;-0.851851851852
this garbage;-0.934020618557
loading up;0.46694214876
bashing;0.438016528926
that !;0.421487603306
platform;0.460580912863
shoot;0.402489626556
trapped;-0.385892116183
priced in;-0.240663900415
is bearish;-0.762993762994
happened to;-0.330561330561
negtag_looking good;-0.8625
gdp;-0.345833333333
long !;0.661795407098
very strong;0.615866388309
off to;0.281837160752
lack of;-0.248434237996
cashtag institutional;0.853556485356
catalysts;0.548117154812
headed to;-0.393305439331
once again;-0.234309623431
cashtag hold;0.450733752621
numbertag earnings;0.245283018868
to dump;-0.714884696017
how is;-0.382352941176
tried to;-0.256302521008
have great;0.503157894737
cashtag pump;-0.831578947368
nasty;-0.616842105263
numbertag h;-0.216842105263
chart -;0.590717299578
upcoming;0.472573839662
wins;0.257383966245
pin;-0.210970464135
higher than;0.23044397463
short to;-0.767441860465
out now;-0.585623678647
impressive;0.516949152542
go short;-0.754237288136
disaster;-0.703389830508
sell this;-0.549893842887
teens;-0.244161358811
green today;0.6460554371
scare;0.402985074627
sheet;-0.219616204691
sorry for;-0.320512820513
food;-0.217948717949
to pop;0.468950749465
low of;-0.541755888651
are selling;-0.340471092077
flying;0.381974248927
! and;0.236051502146
cashtag put;-0.416309012876
negtag_reason to;-0.343347639485
run !;0.45376344086
more on;0.38064516129
negtag_buying;-0.483870967742
cashtag calls;0.39224137931
am bearish;-0.961206896552
numbertag net;0.792656587473
bond;-0.330453563715
eye on;0.398268398268
cashtag high;0.350649350649
lmfao;-0.493506493506
looking forward;0.583514099783
fundamental rating;0.327548806941
faith;0.240780911063
numbertag hr;-0.41431670282
wti;-0.31453362256
pts;-0.236442516269
will wait;-0.214750542299
great news;0.747826086957
news and;0.382608695652
jump in;0.330434782609
is best;0.278260869565
be big;0.376906318083
sinking;-0.825708061002
hope this;0.240174672489
this junk;-0.930131004367
fading;-0.729257641921
usertag short;-0.336244541485
private;0.229759299781
support level;-0.422319474836
deals;0.429824561404
more cashtag;0.258771929825
likes;0.236842105263
kinda;0.232456140351
negtag_enough;-0.377192982456
tp;-0.34649122807
power hour;0.70989010989
moving up;0.643956043956
days to;0.30989010989
drugs;0.305494505495
kick;0.243956043956
cashtag er;0.230769230769
shooting;-0.468131868132
screwed;-0.340659340659
down day;-0.208791208791
way up;0.290748898678
negtag_touch;-0.757709251101
good morning;0.526548672566
! just;0.256637168142
puts on;-0.889380530973
bias;-0.393805309735
negtag_help;-0.371681415929
stopped out;-0.261061946903
thanks !;0.547671840355
brother;0.419068736142
cashtag thanks;0.232815964523
lower highs;-0.929046563193
volume and;0.382222222222
is key;0.28
ipad;0.231111111111
ibio;0.576837416481
steal;0.403118040089
can negtag_even;-0.612472160356
loses;-0.554565701559
can negtag_get;-0.273942093541
to catch;-0.251670378619
still bullish;0.553571428571
green day;0.357142857143
div;0.285714285714
go ?;-0.308035714286
attempt;-0.227678571429
cards;-0.205357142857
owns;0.270693512304
negtag_break;-0.440715883669
is heading;-0.533632286996
% drop;-0.529147982063
short for;-0.824719101124
patents;0.509009009009
hold it;0.301801801802
upside to;0.891402714932
shorties;0.733031674208
usertag now;0.253393665158
drop in;-0.339366515837
bullish !;0.777777777778
negtag_bad;0.478458049887
be happy;0.365079365079
at linktag;-0.292517006803
hike;-0.274376417234
will short;-0.863636363636
negtag_trust;-0.577272727273
